index,sensitive,exp,rel,adv,label,att1,att2,att3,att4
0,0,0,0,0,0,0.0,0.0,0.0,0.33
1,0,0,0,0,0,0.0,0.0,0.5,0.0
2,0,0,0,0,0,0.0,0.0,1.0,0.0
3,0,0,0,0,0,0.0,0.0,1.0,0.0
4,0,0,0,0,0,0.0,0.0,1.0,0.66
5,0,0,0,0,0,0.0,0.33,0.0,1.0
6,0,0,0,0,0,0.0,0.33,0.5,0.0
7,0,0,0,0,0,0.0,0.66,0.5,0.33
8,0,0,0,0,0,0.0,0.66,0.5,0.66
9,0,0,0,0,0,0.0,1.0,0.5,0.0
10,0,0,0,0,0,0.0,1.0,0.5,0.0
11,0,0,0,0,0,0.0,1.0,0.5,0.33
12,0,0,0,0,0,0.0,1.0,0.5,0.66
13,0,0,0,0,0,0.0,1.0,1.0,0.0
14,0,0,0,0,0,0.0,1.0,1.0,0.0
15,0,0,0,0,0,0.0,1.0,1.0,0.33
16,0,0,0,0,0,0.0,1.0,1.0,0.33
17,0,0,0,0,0,0.0,1.0,1.0,1.0
18,0,0,0,0,0,0.33,0.0,0.0,0.33
19,0,0,0,0,0,0.33,0.0,0.0,0.66
20,0,0,0,0,0,0.33,0.0,0.5,1.0
21,0,0,0,0,0,0.33,0.0,0.5,1.0
22,0,0,0,0,0,0.33,0.0,1.0,1.0
23,0,0,0,0,0,0.33,0.33,0.0,0.0
24,0,0,0,0,0,0.33,0.33,0.5,0.33
25,0,0,0,0,0,0.33,0.33,0.5,0.66
26,0,0,0,0,0,0.33,0.33,0.5,1.0
27,0,0,0,0,0,0.33,0.66,0.5,0.66
28,0,0,0,0,0,0.33,1.0,0.5,0.33
29,0,0,0,0,0,0.33,1.0,1.0,0.0
30,0,0,0,0,0,0.33,1.0,1.0,1.0
31,0,0,0,0,0,0.66,0.0,1.0,0.0
32,0,0,0,0,0,0.66,0.33,0.0,0.0
33,0,0,0,0,0,0.66,0.33,0.0,0.66
34,0,0,0,0,0,0.66,0.33,0.0,0.66
35,0,0,0,0,0,0.66,0.33,0.5,0.66
36,0,0,0,0,0,0.66,1.0,0.5,0.33
37,0,0,0,0,0,0.66,1.0,0.5,1.0
38,0,0,0,0,0,0.66,1.0,1.0,0.0
39,0,0,0,0,0,0.66,1.0,1.0,0.33
40,0,0,0,0,0,1.0,0.0,0.0,0.66
41,0,0,0,0,0,1.0,0.0,1.0,0.0
42,0,0,0,0,0,1.0,0.33,0.0,1.0
43,0,0,0,0,0,1.0,0.33,0.5,0.66
44,0,0,0,0,0,1.0,0.33,0.5,0.66
45,0,0,0,0,0,1.0,0.33,0.5,1.0
46,0,0,0,0,0,1.0,0.66,0.0,1.0
47,0,0,0,0,0,1.0,0.66,0.5,0.33
48,0,0,0,0,0,1.0,0.66,0.5,0.66
49,0,0,0,0,0,1.0,0.66,1.0,1.0
50,0,0,0,0,0,1.0,1.0,0.0,1.0
51,0,0,0,1,0,0.0,0.0,1.0,0.33
52,0,0,0,1,1,0.0,0.33,0.0,0.0
53,0,0,0,1,1,0.0,0.33,0.5,1.0
54,0,0,0,1,1,0.0,0.33,0.5,1.0
55,0,0,0,1,0,0.0,0.66,0.0,0.33
56,0,0,0,1,0,0.0,1.0,0.5,0.0
57,0,0,0,1,0,0.0,1.0,0.5,1.0
58,0,0,0,1,0,0.0,1.0,0.5,1.0
59,0,0,0,1,1,0.0,1.0,1.0,0.33
60,0,0,0,1,0,0.33,0.0,0.0,0.0
61,0,0,0,1,0,0.33,0.0,0.0,0.66
62,0,0,0,1,0,0.33,0.33,0.5,0.33
63,0,0,0,1,0,0.33,0.33,0.5,0.66
64,0,0,0,1,1,0.33,0.33,0.5,0.66
65,0,0,0,1,0,0.33,0.66,0.0,0.66
66,0,0,0,1,0,0.33,0.66,0.0,0.66
67,0,0,0,1,0,0.33,0.66,1.0,0.0
68,0,0,0,1,0,0.33,0.66,1.0,0.33
69,0,0,0,1,0,0.33,1.0,0.0,1.0
70,0,0,0,1,0,0.33,1.0,0.5,0.0
71,0,0,0,1,0,0.33,1.0,1.0,0.33
72,0,0,0,1,0,0.33,1.0,1.0,1.0
73,0,0,0,1,0,0.66,0.0,0.0,1.0
74,0,0,0,1,0,0.66,0.0,0.5,0.0
75,0,0,0,1,0,0.66,0.0,1.0,0.33
76,0,0,0,1,0,0.66,0.33,0.0,0.33
77,0,0,0,1,0,0.66,0.66,0.0,0.66
78,0,0,0,1,0,0.66,1.0,0.0,0.66
79,0,0,0,1,0,0.66,1.0,0.5,0.0
80,0,0,0,1,1,1.0,0.0,1.0,0.0
81,0,0,0,1,1,1.0,0.0,1.0,0.66
82,0,0,0,1,0,1.0,0.33,0.0,0.0
83,0,0,0,1,0,1.0,0.66,0.0,0.66
84,0,0,0,1,0,1.0,0.66,0.5,0.66
85,0,0,0,1,0,1.0,1.0,0.0,0.33
86,0,0,0,1,0,1.0,1.0,0.0,1.0
87,0,0,0,1,1,1.0,1.0,1.0,0.0
88,0,0,0,1,0,1.0,1.0,1.0,0.66
89,0,0,0,1,0,1.0,1.0,1.0,1.0
90,0,0,0.5,0,0,0.0,0.0,0.0,0.0
91,0,0,0.5,0,0,0.0,0.0,0.5,1.0
92,0,0,0.5,0,0,0.0,0.0,1.0,0.0
