index,sensitive,exp,rel,adv,label,att1,att2,att3,att4
0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0.0,0.0,0.0,0.0
2,0,0,0,0,0,0.0,0.0,0.0,0.0
3,0,0,0,0,0,0.0,0.0,0.0,0.33
4,0,0,0,0,0,0.0,0.0,0.0,0.33
5,0,0,0,0,0,0.0,0.0,0.0,0.33
6,0,0,0,0,0,0.0,0.0,0.0,0.66
7,0,0,0,0,0,0.0,0.0,0.0,0.66
8,0,0,0,0,0,0.0,0.0,0.0,1.0
9,0,0,0,0,0,0.0,0.0,0.0,1.0
10,0,0,0,0,0,0.0,0.0,0.0,1.0
11,0,0,0,0,0,0.0,0.0,0.5,0.33
12,0,0,0,0,0,0.0,0.0,0.5,0.33
13,0,0,0,0,0,0.0,0.0,0.5,0.66
14,0,0,0,0,0,0.0,0.0,0.5,0.66
15,0,0,0,0,0,0.0,0.0,0.5,1.0
16,0,0,0,0,0,0.0,0.0,0.5,1.0
17,0,0,0,0,0,0.0,0.0,0.5,1.0
18,0,0,0,0,0,0.0,0.0,1.0,0.0
19,0,0,0,0,0,0.0,0.0,1.0,0.66
20,0,0,0,0,0,0.0,0.0,1.0,0.66
21,0,0,0,0,0,0.0,0.0,1.0,0.66
22,0,0,0,0,0,0.0,0.0,1.0,0.66
23,0,0,0,0,0,0.0,0.0,1.0,1.0
24,0,0,0,0,0,0.0,0.0,1.0,1.0
25,0,0,0,0,0,0.0,0.0,1.0,1.0
26,0,0,0,0,0,0.0,0.0,1.0,1.0
27,0,0,0,0,0,0.0,0.33,0.0,0.0
28,0,0,0,0,0,0.0,0.33,0.0,0.33
29,0,0,0,0,0,0.0,0.33,0.0,0.33
30,0,0,0,0,0,0.0,0.33,0.0,0.66
31,0,0,0,0,0,0.0,0.33,0.0,1.0
32,0,0,0,0,0,0.0,0.33,0.0,1.0
33,0,0,0,0,0,0.0,0.33,0.0,1.0
34,0,0,0,0,0,0.0,0.33,0.5,0.0
35,0,0,0,0,0,0.0,0.33,0.5,0.0
36,0,0,0,0,0,0.0,0.33,0.5,0.0
37,0,0,0,0,0,0.0,0.33,0.5,0.33
38,0,0,0,0,0,0.0,0.33,0.5,0.33
39,0,0,0,0,0,0.0,0.33,0.5,0.33
40,0,0,0,0,0,0.0,0.33,0.5,0.33
41,0,0,0,0,0,0.0,0.33,0.5,0.66
42,0,0,0,0,0,0.0,0.33,0.5,0.66
43,0,0,0,0,0,0.0,0.33,0.5,0.66
44,0,0,0,0,0,0.0,0.33,0.5,1.0
45,0,0,0,0,0,0.0,0.33,0.5,1.0
46,0,0,0,0,0,0.0,0.33,0.5,1.0
47,0,0,0,0,0,0.0,0.33,1.0,0.0
48,0,0,0,0,0,0.0,0.33,1.0,0.0
49,0,0,0,0,0,0.0,0.33,1.0,0.0
50,0,0,0,0,0,0.0,0.33,1.0,0.33
51,0,0,0,0,0,0.0,0.33,1.0,0.66
52,0,0,0,0,0,0.0,0.33,1.0,0.66
53,0,0,0,0,0,0.0,0.66,0.0,0.0
54,0,0,0,0,0,0.0,0.66,0.0,0.0
55,0,0,0,0,0,0.0,0.66,0.0,0.0
56,0,0,0,0,0,0.0,0.66,0.0,0.0
57,0,0,0,0,0,0.0,0.66,0.0,0.33
58,0,0,0,0,0,0.0,0.66,0.0,0.33
59,0,0,0,0,0,0.0,0.66,0.0,0.66
60,0,0,0,0,0,0.0,0.66,0.0,0.66
61,0,0,0,0,0,0.0,0.66,0.0,0.66
62,0,0,0,0,0,0.0,0.66,0.0,1.0
63,0,0,0,0,0,0.0,0.66,0.5,0.0
64,0,0,0,0,0,0.0,0.66,0.5,0.0
65,0,0,0,0,0,0.0,0.66,0.5,0.33
66,0,0,0,0,0,0.0,0.66,0.5,0.33
67,0,0,0,0,0,0.0,0.66,0.5,0.33
68,0,0,0,0,0,0.0,0.66,0.5,0.33
69,0,0,0,0,0,0.0,0.66,0.5,0.66
70,0,0,0,0,0,0.0,0.66,0.5,1.0
71,0,0,0,0,0,0.0,0.66,0.5,1.0
72,0,0,0,0,0,0.0,0.66,1.0,0.0
73,0,0,0,0,0,0.0,0.66,1.0,0.0
74,0,0,0,0,0,0.0,0.66,1.0,0.0
75,0,0,0,0,0,0.0,0.66,1.0,0.33
76,0,0,0,0,0,0.0,0.66,1.0,0.33
77,0,0,0,0,0,0.0,0.66,1.0,0.66
78,0,0,0,0,0,0.0,0.66,1.0,0.66
79,0,0,0,0,0,0.0,0.66,1.0,1.0
80,0,0,0,0,0,0.0,1.0,0.0,0.0
81,0,0,0,0,0,0.0,1.0,0.0,0.33
82,0,0,0,0,0,0.0,1.0,0.0,0.33
83,0,0,0,0,0,0.0,1.0,0.0,0.33
84,0,0,0,0,0,0.0,1.0,0.0,0.66
85,0,0,0,0,0,0.0,1.0,0.0,1.0
86,0,0,0,0,0,0.0,1.0,0.5,0.33
87,0,0,0,0,0,0.0,1.0,0.5,0.66
88,0,0,0,0,0,0.0,1.0,1.0,0.0
89,0,0,0,0,0,0.0,1.0,1.0,0.33
90,0,0,0,0,0,0.0,1.0,1.0,0.33
91,0,0,0,0,0,0.0,1.0,1.0,0.33
