index,sensitive,exp,rel,adv,label,att1,att2,att3,att4
0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0.0,0.0,0.0,0.0
2,0,0,0,0,0,0.0,0.0,0.0,0.0
3,0,0,0,0,0,0.0,0.0,0.0,0.33
4,0,0,0,0,0,0.0,0.0,0.0,1.0
5,0,0,0,0,0,0.0,0.0,0.0,1.0
6,0,0,0,0,0,0.0,0.0,0.0,1.0
7,0,0,0,0,0,0.0,0.0,0.5,0.0
8,0,0,0,0,0,0.0,0.0,0.5,0.0
9,0,0,0,0,0,0.0,0.0,0.5,0.33
10,0,0,0,0,0,0.0,0.0,0.5,0.33
11,0,0,0,0,0,0.0,0.0,0.5,0.66
12,0,0,0,0,0,0.0,0.0,0.5,1.0
13,0,0,0,0,0,0.0,0.0,1.0,0.0
14,0,0,0,0,0,0.0,0.0,1.0,0.33
15,0,0,0,0,0,0.0,0.0,1.0,0.33
16,0,0,0,0,0,0.0,0.0,1.0,0.33
17,0,0,0,0,0,0.0,0.0,1.0,0.66
18,0,0,0,0,0,0.0,0.0,1.0,0.66
19,0,0,0,0,0,0.0,0.0,1.0,0.66
20,0,0,0,0,0,0.0,0.0,1.0,1.0
21,0,0,0,0,0,0.0,0.0,1.0,1.0
22,0,0,0,0,0,0.0,0.0,1.0,1.0
23,0,0,0,0,0,0.0,0.33,0.0,0.0
24,0,0,0,0,0,0.0,0.33,0.0,0.33
25,0,0,0,0,0,0.0,0.33,0.0,0.33
26,0,0,0,0,0,0.0,0.33,0.0,0.33
27,0,0,0,0,0,0.0,0.33,0.0,0.33
28,0,0,0,0,0,0.0,0.33,0.0,1.0
29,0,0,0,0,0,0.0,0.33,0.5,0.0
30,0,0,0,0,0,0.0,0.33,0.5,0.66
31,0,0,0,0,0,0.0,0.33,0.5,1.0
32,0,0,0,0,0,0.0,0.33,0.5,1.0
33,0,0,0,0,0,0.0,0.33,0.5,1.0
34,0,0,0,0,0,0.0,0.33,1.0,0.0
35,0,0,0,0,0,0.0,0.33,1.0,0.0
36,0,0,0,0,0,0.0,0.33,1.0,0.0
37,0,0,0,0,0,0.0,0.33,1.0,0.0
38,0,0,0,0,0,0.0,0.33,1.0,0.33
39,0,0,0,0,0,0.0,0.33,1.0,0.66
40,0,0,0,0,0,0.0,0.33,1.0,0.66
41,0,0,0,0,0,0.0,0.33,1.0,1.0
42,0,0,0,0,0,0.0,0.66,0.0,0.0
43,0,0,0,0,0,0.0,0.66,0.0,0.0
44,0,0,0,0,0,0.0,0.66,0.0,0.0
45,0,0,0,0,0,0.0,0.66,0.0,0.0
46,0,0,0,0,0,0.0,0.66,0.0,0.33
47,0,0,0,0,0,0.0,0.66,0.0,0.66
48,0,0,0,0,0,0.0,0.66,0.0,0.66
49,0,0,0,0,0,0.0,0.66,0.0,1.0
50,0,0,0,0,0,0.0,0.66,0.5,0.0
51,0,0,0,0,0,0.0,0.66,0.5,0.33
52,0,0,0,0,0,0.0,0.66,0.5,0.33
53,0,0,0,0,0,0.0,0.66,0.5,0.33
54,0,0,0,0,0,0.0,0.66,0.5,0.33
55,0,0,0,0,0,0.0,0.66,0.5,0.66
56,0,0,0,0,0,0.0,0.66,0.5,0.66
57,0,0,0,0,0,0.0,0.66,0.5,1.0
58,0,0,0,0,0,0.0,0.66,1.0,0.33
59,0,0,0,0,0,0.0,1.0,0.0,0.0
60,0,0,0,0,0,0.0,1.0,0.0,0.33
61,0,0,0,0,0,0.0,1.0,0.0,0.66
62,0,0,0,0,0,0.0,1.0,0.0,0.66
63,0,0,0,0,0,0.0,1.0,0.0,0.66
64,0,0,0,0,0,0.0,1.0,0.5,0.33
65,0,0,0,0,0,0.0,1.0,0.5,0.33
66,0,0,0,0,0,0.0,1.0,0.5,0.33
67,0,0,0,0,0,0.0,1.0,0.5,1.0
68,0,0,0,0,0,0.0,1.0,1.0,0.0
69,0,0,0,0,0,0.0,1.0,1.0,0.0
70,0,0,0,0,0,0.0,1.0,1.0,0.0
71,0,0,0,0,0,0.0,1.0,1.0,0.66
72,0,0,0,0,0,0.0,1.0,1.0,0.66
73,0,0,0,0,0,0.0,1.0,1.0,0.66
74,0,0,0,0,0,0.0,1.0,1.0,1.0
75,0,0,0,0,0,0.0,1.0,1.0,1.0
76,0,0,0,0,0,0.0,1.0,1.0,1.0
77,0,0,0,0,0,0.33,0.0,0.0,0.0
78,0,0,0,0,0,0.33,0.0,0.0,0.0
79,0,0,0,0,0,0.33,0.0,0.0,0.33
80,0,0,0,0,0,0.33,0.0,0.0,0.33
81,0,0,0,0,0,0.33,0.0,0.0,0.66
82,0,0,0,0,0,0.33,0.0,0.0,0.66
83,0,0,0,0,0,0.33,0.0,0.5,0.0
84,0,0,0,0,0,0.33,0.0,0.5,0.33
85,0,0,0,0,0,0.33,0.0,0.5,0.33
86,0,0,0,0,0,0.33,0.0,0.5,0.66
87,0,0,0,0,0,0.33,0.0,0.5,0.66
88,0,0,0,0,0,0.33,0.0,0.5,1.0
89,0,0,0,0,0,0.33,0.0,1.0,0.0
90,0,0,0,0,0,0.33,0.0,1.0,0.33
91,0,0,0,0,0,0.33,0.0,1.0,0.33
