index,sensitive,exp,rel,adv,label,att1,att2,att3,att4
0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0.0,0.0,0.0,1.0
2,0,0,0,0,0,0.0,0.0,0.5,0.0
3,0,0,0,0,0,0.0,0.0,0.5,0.33
4,0,0,0,0,0,0.0,0.0,0.5,0.33
5,0,0,0,0,0,0.0,0.0,0.5,1.0
6,0,0,0,0,0,0.0,0.0,1.0,0.0
7,0,0,0,0,0,0.0,0.0,1.0,1.0
8,0,0,0,0,0,0.0,0.33,0.0,0.33
9,0,0,0,0,0,0.0,0.33,0.0,0.33
10,0,0,0,0,0,0.0,0.33,0.0,0.66
11,0,0,0,0,0,0.0,0.33,0.0,0.66
12,0,0,0,0,0,0.0,0.33,0.0,0.66
13,0,0,0,0,0,0.0,0.33,0.5,0.33
14,0,0,0,0,0,0.0,0.33,0.5,0.66
15,0,0,0,0,0,0.0,0.33,1.0,0.0
16,0,0,0,0,0,0.0,0.33,1.0,0.33
17,0,0,0,0,0,0.0,0.33,1.0,0.33
18,0,0,0,0,0,0.0,0.33,1.0,1.0
19,0,0,0,0,0,0.0,0.66,0.0,0.0
20,0,0,0,0,0,0.0,0.66,0.0,0.0
21,0,0,0,0,0,0.0,0.66,0.0,0.66
22,0,0,0,0,0,0.0,0.66,0.0,0.66
23,0,0,0,0,0,0.0,0.66,0.0,1.0
24,0,0,0,0,0,0.0,0.66,0.0,1.0
25,0,0,0,0,0,0.0,0.66,0.0,1.0
26,0,0,0,0,0,0.0,0.66,0.0,1.0
27,0,0,0,0,0,0.0,0.66,0.5,0.66
28,0,0,0,0,0,0.0,0.66,0.5,0.66
29,0,0,0,0,0,0.0,0.66,0.5,0.66
30,0,0,0,0,0,0.0,0.66,1.0,1.0
31,0,0,0,0,0,0.0,1.0,0.0,0.33
32,0,0,0,0,0,0.0,1.0,0.0,0.66
33,0,0,0,0,0,0.0,1.0,0.0,0.66
34,0,0,0,0,0,0.0,1.0,0.0,1.0
35,0,0,0,0,0,0.0,1.0,0.5,0.66
36,0,0,0,0,0,0.0,1.0,1.0,0.0
37,0,0,0,0,0,0.0,1.0,1.0,0.0
38,0,0,0,0,0,0.0,1.0,1.0,0.33
39,0,0,0,0,0,0.33,0.0,0.0,0.33
40,0,0,0,0,0,0.33,0.0,0.5,0.0
41,0,0,0,0,0,0.33,0.0,0.5,0.66
42,0,0,0,0,0,0.33,0.0,1.0,0.0
43,0,0,0,0,0,0.33,0.0,1.0,0.66
44,0,0,0,0,0,0.33,0.0,1.0,0.66
45,0,0,0,0,0,0.33,0.33,0.0,0.33
46,0,0,0,0,0,0.33,0.33,0.0,0.33
47,0,0,0,0,0,0.33,0.33,0.0,0.66
48,0,0,0,0,0,0.33,0.33,0.0,1.0
49,0,0,0,0,0,0.33,0.33,0.5,0.33
50,0,0,0,0,0,0.33,0.33,0.5,0.33
51,0,0,0,0,0,0.33,0.33,0.5,0.33
52,0,0,0,0,0,0.33,0.33,0.5,0.66
53,0,0,0,0,0,0.33,0.33,0.5,1.0
54,0,0,0,0,0,0.33,0.33,1.0,0.0
55,0,0,0,0,0,0.33,0.33,1.0,0.0
56,0,0,0,0,0,0.33,0.33,1.0,0.66
57,0,0,0,0,0,0.33,0.66,0.0,0.0
58,0,0,0,0,0,0.33,0.66,0.0,0.0
59,0,0,0,0,0,0.33,0.66,0.0,1.0
60,0,0,0,0,0,0.33,0.66,0.5,0.0
61,0,0,0,0,0,0.33,0.66,0.5,0.33
62,0,0,0,0,0,0.33,0.66,0.5,0.33
63,0,0,0,0,0,0.33,0.66,0.5,0.33
64,0,0,0,0,0,0.33,0.66,1.0,0.33
65,0,0,0,0,0,0.33,1.0,0.0,0.33
66,0,0,0,0,0,0.33,1.0,0.0,0.33
67,0,0,0,0,0,0.33,1.0,0.0,0.66
68,0,0,0,0,0,0.33,1.0,0.0,0.66
69,0,0,0,0,0,0.33,1.0,0.0,1.0
70,0,0,0,0,0,0.33,1.0,0.0,1.0
71,0,0,0,0,0,0.33,1.0,0.5,0.0
72,0,0,0,0,0,0.33,1.0,0.5,0.66
73,0,0,0,0,0,0.33,1.0,0.5,0.66
74,0,0,0,0,0,0.33,1.0,0.5,1.0
75,0,0,0,0,0,0.33,1.0,1.0,0.0
76,0,0,0,0,0,0.33,1.0,1.0,0.0
77,0,0,0,0,0,0.33,1.0,1.0,0.0
78,0,0,0,0,0,0.33,1.0,1.0,1.0
79,0,0,0,0,0,0.33,1.0,1.0,1.0
80,0,0,0,0,0,0.66,0.0,0.0,0.33
81,0,0,0,0,0,0.66,0.0,0.0,0.33
82,0,0,0,0,0,0.66,0.0,0.5,0.0
83,0,0,0,0,0,0.66,0.0,0.5,1.0
84,0,0,0,0,0,0.66,0.0,0.5,1.0
85,0,0,0,0,0,0.66,0.0,1.0,0.0
86,0,0,0,0,0,0.66,0.33,0.0,0.0
87,0,0,0,0,0,0.66,0.33,0.0,0.0
88,0,0,0,0,0,0.66,0.33,0.0,0.66
89,0,0,0,0,0,0.66,0.33,0.0,0.66
90,0,0,0,0,0,0.66,0.33,1.0,0.0
91,0,0,0,0,0,0.66,0.33,1.0,0.33
92,0,0,0,0,0,0.66,0.33,1.0,1.0
93,0,0,0,0,0,0.66,0.66,0.0,0.33
94,0,0,0,0,0,0.66,0.66,0.0,0.66
95,0,0,0,0,0,0.66,0.66,0.0,1.0
96,0,0,0,0,0,0.66,0.66,0.5,0.0
97,0,0,0,0,0,0.66,0.66,0.5,0.33
98,0,0,0,0,0,0.66,0.66,0.5,1.0
99,0,0,0,0,0,0.66,0.66,0.5,1.0
100,0,0,0,0,0,0.66,0.66,1.0,0.66
101,0,0,0,0,0,0.66,1.0,0.0,0.0
102,0,0,0,0,0,0.66,1.0,0.0,0.0
103,0,0,0,0,0,0.66,1.0,0.0,1.0
104,0,0,0,0,0,0.66,1.0,0.5,0.66
105,0,0,0,0,0,0.66,1.0,0.5,1.0
106,0,0,0,0,0,0.66,1.0,1.0,0.0
