index,sensitive,exp,rel,adv,label,att1,att2,att3,att4
0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0.0,0.0,0.0,0.0
2,0,0,0,0,0,0.0,0.0,0.0,0.0
3,0,0,0,0,0,0.0,0.0,0.0,0.66
4,0,0,0,0,0,0.0,0.0,0.0,1.0
5,0,0,0,0,0,0.0,0.0,0.0,1.0
6,0,0,0,0,0,0.0,0.0,0.0,1.0
7,0,0,0,0,0,0.0,0.0,0.5,0.0
8,0,0,0,0,0,0.0,0.0,0.5,0.0
9,0,0,0,0,0,0.0,0.0,0.5,0.33
10,0,0,0,0,0,0.0,0.0,0.5,0.66
11,0,0,0,0,0,0.0,0.0,0.5,1.0
12,0,0,0,0,0,0.0,0.0,0.5,1.0
13,0,0,0,0,0,0.0,0.0,1.0,0.0
14,0,0,0,0,0,0.0,0.0,1.0,0.0
15,0,0,0,0,0,0.0,0.0,1.0,0.0
16,0,0,0,0,0,0.0,0.0,1.0,0.33
17,0,0,0,0,0,0.0,0.0,1.0,0.66
18,0,0,0,0,0,0.0,0.0,1.0,0.66
19,0,0,0,0,0,0.0,0.33,0.0,0.33
20,0,0,0,0,0,0.0,0.33,0.5,0.0
21,0,0,0,0,0,0.0,0.33,0.5,0.0
22,0,0,0,0,0,0.0,0.33,0.5,0.33
23,0,0,0,0,0,0.0,0.33,0.5,0.66
24,0,0,0,0,0,0.0,0.33,0.5,0.66
25,0,0,0,0,0,0.0,0.33,0.5,0.66
26,0,0,0,0,0,0.0,0.33,0.5,1.0
27,0,0,0,0,0,0.0,0.33,0.5,1.0
28,0,0,0,0,0,0.0,0.33,1.0,0.0
29,0,0,0,0,0,0.0,0.33,1.0,0.0
30,0,0,0,0,0,0.0,0.33,1.0,0.0
31,0,0,0,0,0,0.0,0.33,1.0,0.33
32,0,0,0,0,0,0.0,0.33,1.0,0.66
33,0,0,0,0,0,0.0,0.33,1.0,0.66
34,0,0,0,0,0,0.0,0.33,1.0,1.0
35,0,0,0,0,0,0.0,0.33,1.0,1.0
36,0,0,0,0,0,0.0,0.66,0.0,0.0
37,0,0,0,0,0,0.0,0.66,0.0,0.0
38,0,0,0,0,0,0.0,0.66,0.0,0.33
39,0,0,0,0,0,0.0,0.66,0.0,0.33
40,0,0,0,0,0,0.0,0.66,0.0,0.66
41,0,0,0,0,0,0.0,0.66,0.0,0.66
42,0,0,0,0,0,0.0,0.66,0.0,1.0
43,0,0,0,0,0,0.0,0.66,0.0,1.0
44,0,0,0,0,0,0.0,0.66,0.0,1.0
45,0,0,0,0,0,0.0,0.66,0.0,1.0
46,0,0,0,0,0,0.0,0.66,0.5,0.0
47,0,0,0,0,0,0.0,0.66,0.5,0.0
48,0,0,0,0,0,0.0,0.66,0.5,0.33
49,0,0,0,0,0,0.0,0.66,0.5,1.0
50,0,0,0,0,0,0.0,0.66,1.0,0.0
51,0,0,0,0,0,0.0,0.66,1.0,0.0
52,0,0,0,0,0,0.0,0.66,1.0,0.0
53,0,0,0,0,0,0.0,0.66,1.0,0.33
54,0,0,0,0,0,0.0,0.66,1.0,1.0
55,0,0,0,0,0,0.0,1.0,0.0,0.0
56,0,0,0,0,0,0.0,1.0,0.0,0.0
57,0,0,0,0,0,0.0,1.0,0.0,0.66
58,0,0,0,0,0,0.0,1.0,0.0,0.66
59,0,0,0,0,0,0.0,1.0,0.0,0.66
60,0,0,0,0,0,0.0,1.0,0.0,1.0
61,0,0,0,0,0,0.0,1.0,0.5,0.0
62,0,0,0,0,0,0.0,1.0,0.5,0.33
63,0,0,0,0,0,0.0,1.0,0.5,1.0
64,0,0,0,0,0,0.0,1.0,0.5,1.0
65,0,0,0,0,0,0.0,1.0,0.5,1.0
66,0,0,0,0,0,0.0,1.0,1.0,0.0
67,0,0,0,0,0,0.0,1.0,1.0,0.33
68,0,0,0,0,0,0.0,1.0,1.0,0.33
69,0,0,0,0,0,0.0,1.0,1.0,0.66
70,0,0,0,0,0,0.0,1.0,1.0,0.66
71,0,0,0,0,0,0.0,1.0,1.0,0.66
72,0,0,0,0,0,0.0,1.0,1.0,0.66
73,0,0,0,0,0,0.0,1.0,1.0,1.0
74,0,0,0,0,0,0.0,1.0,1.0,1.0
75,0,0,0,0,0,0.0,1.0,1.0,1.0
76,0,0,0,0,0,0.33,0.0,0.0,0.0
77,0,0,0,0,0,0.33,0.0,0.0,0.33
78,0,0,0,0,0,0.33,0.0,0.0,0.66
79,0,0,0,0,0,0.33,0.0,0.5,0.33
80,0,0,0,0,0,0.33,0.0,0.5,0.66
81,0,0,0,0,0,0.33,0.0,0.5,1.0
82,0,0,0,0,0,0.33,0.0,1.0,0.33
83,0,0,0,0,0,0.33,0.0,1.0,0.66
84,0,0,0,0,0,0.33,0.0,1.0,0.66
85,0,0,0,0,0,0.33,0.0,1.0,1.0
86,0,0,0,0,0,0.33,0.0,1.0,1.0
87,0,0,0,0,0,0.33,0.0,1.0,1.0
88,0,0,0,0,0,0.33,0.33,0.0,0.33
89,0,0,0,0,0,0.33,0.33,0.0,0.33
90,0,0,0,0,0,0.33,0.33,0.0,0.33
91,0,0,0,0,0,0.33,0.33,0.0,0.66
