index,sensitive,exp,rel,adv,label,att1,att2,att3,att4
0,0,0,0,0,0,0.0,0.0,0.0,0.66
1,0,0,0,0,0,0.0,0.0,0.5,0.0
2,0,0,0,0,0,0.0,0.0,0.5,0.0
3,0,0,0,0,0,0.0,0.0,0.5,0.0
4,0,0,0,0,0,0.0,0.0,0.5,0.33
5,0,0,0,0,0,0.0,0.0,0.5,0.33
6,0,0,0,0,0,0.0,0.0,0.5,0.66
7,0,0,0,0,0,0.0,0.0,0.5,0.66
8,0,0,0,0,0,0.0,0.0,0.5,1.0
9,0,0,0,0,0,0.0,0.0,0.5,1.0
10,0,0,0,0,0,0.0,0.0,1.0,0.33
11,0,0,0,0,0,0.0,0.0,1.0,0.66
12,0,0,0,0,0,0.0,0.0,1.0,0.66
13,0,0,0,0,0,0.0,0.0,1.0,0.66
14,0,0,0,0,0,0.0,0.0,1.0,1.0
15,0,0,0,0,0,0.0,0.0,1.0,1.0
16,0,0,0,0,0,0.0,0.33,0.0,0.0
17,0,0,0,0,0,0.0,0.33,0.0,0.33
18,0,0,0,0,0,0.0,0.33,0.0,0.33
19,0,0,0,0,0,0.0,0.33,0.0,0.66
20,0,0,0,0,0,0.0,0.33,0.0,1.0
21,0,0,0,0,0,0.0,0.33,0.0,1.0
22,0,0,0,0,0,0.0,0.33,0.0,1.0
23,0,0,0,0,0,0.0,0.33,0.5,0.0
24,0,0,0,0,0,0.0,0.33,0.5,0.0
25,0,0,0,0,0,0.0,0.33,0.5,0.0
26,0,0,0,0,0,0.0,0.33,0.5,0.33
27,0,0,0,0,0,0.0,0.33,0.5,0.33
28,0,0,0,0,0,0.0,0.33,0.5,0.66
29,0,0,0,0,0,0.0,0.33,0.5,1.0
30,0,0,0,0,0,0.0,0.33,0.5,1.0
31,0,0,0,0,0,0.0,0.33,0.5,1.0
32,0,0,0,0,0,0.0,0.33,0.5,1.0
33,0,0,0,0,0,0.0,0.33,1.0,0.33
34,0,0,0,0,0,0.0,0.33,1.0,0.33
35,0,0,0,0,0,0.0,0.66,0.0,0.33
36,0,0,0,0,0,0.0,0.66,0.0,0.66
37,0,0,0,0,0,0.0,0.66,0.0,0.66
38,0,0,0,0,0,0.0,0.66,0.0,0.66
39,0,0,0,0,0,0.0,0.66,0.0,1.0
