index,sensitive,exp,rel,adv,label,att1,att2,att3,att4
0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0.0,0.0,0.0,0.33
2,0,0,0,0,0,0.0,0.0,0.0,0.33
3,0,0,0,0,0,0.0,0.0,0.0,0.33
4,0,0,0,0,0,0.0,0.0,0.0,0.33
5,0,0,0,0,0,0.0,0.0,0.0,1.0
6,0,0,0,0,0,0.0,0.0,0.0,1.0
7,0,0,0,0,0,0.0,0.0,0.0,1.0
8,0,0,0,0,0,0.0,0.0,0.0,1.0
9,0,0,0,0,0,0.0,0.0,0.5,0.33
10,0,0,0,0,0,0.0,0.0,0.5,0.33
11,0,0,0,0,0,0.0,0.0,0.5,0.66
12,0,0,0,0,0,0.0,0.0,1.0,0.0
13,0,0,0,0,0,0.0,0.0,1.0,0.0
14,0,0,0,0,0,0.0,0.0,1.0,0.0
15,0,0,0,0,0,0.0,0.0,1.0,0.33
16,0,0,0,0,0,0.0,0.0,1.0,0.33
17,0,0,0,0,0,0.0,0.0,1.0,0.33
18,0,0,0,0,0,0.0,0.0,1.0,0.66
19,0,0,0,0,0,0.0,0.0,1.0,1.0
20,0,0,0,0,0,0.0,0.33,0.0,0.0
21,0,0,0,0,0,0.0,0.33,0.0,0.0
22,0,0,0,0,0,0.0,0.33,0.0,0.33
23,0,0,0,0,0,0.0,0.33,0.0,0.33
24,0,0,0,0,0,0.0,0.33,0.0,0.66
25,0,0,0,0,0,0.0,0.33,0.5,0.33
26,0,0,0,0,0,0.0,0.33,0.5,0.33
27,0,0,0,0,0,0.0,0.33,0.5,0.66
28,0,0,0,0,0,0.0,0.33,0.5,1.0
29,0,0,0,0,0,0.0,0.33,0.5,1.0
30,0,0,0,0,0,0.0,0.33,0.5,1.0
31,0,0,0,0,0,0.0,0.33,1.0,0.0
32,0,0,0,0,0,0.0,0.33,1.0,0.0
33,0,0,0,0,0,0.0,0.33,1.0,0.0
34,0,0,0,0,0,0.0,0.33,1.0,0.33
35,0,0,0,0,0,0.0,0.33,1.0,0.33
36,0,0,0,0,0,0.0,0.66,0.0,0.0
37,0,0,0,0,0,0.0,0.66,0.0,0.0
38,0,0,0,0,0,0.0,0.66,0.0,0.0
39,0,0,0,0,0,0.0,0.66,0.0,0.0
40,0,0,0,0,0,0.0,0.66,0.0,0.33
41,0,0,0,0,0,0.0,0.66,0.0,0.33
42,0,0,0,0,0,0.0,0.66,0.0,0.33
43,0,0,0,0,0,0.0,0.66,0.0,0.66
44,0,0,0,0,0,0.0,0.66,0.5,0.33
45,0,0,0,0,0,0.0,0.66,0.5,0.33
46,0,0,0,0,0,0.0,0.66,0.5,0.33
47,0,0,0,0,0,0.0,0.66,0.5,1.0
48,0,0,0,0,0,0.0,0.66,1.0,0.33
49,0,0,0,0,0,0.0,0.66,1.0,0.66
50,0,0,0,0,0,0.0,0.66,1.0,0.66
51,0,0,0,0,0,0.0,1.0,0.0,0.33
52,0,0,0,0,0,0.0,1.0,0.0,1.0
53,0,0,0,0,0,0.0,1.0,0.5,0.66
54,0,0,0,0,0,0.0,1.0,0.5,0.66
55,0,0,0,0,0,0.0,1.0,0.5,1.0
56,0,0,0,0,0,0.0,1.0,1.0,0.0
57,0,0,0,0,0,0.0,1.0,1.0,0.33
58,0,0,0,0,0,0.0,1.0,1.0,0.33
59,0,0,0,0,0,0.0,1.0,1.0,0.33
60,0,0,0,0,0,0.0,1.0,1.0,0.66
61,0,0,0,0,0,0.0,1.0,1.0,0.66
62,0,0,0,0,0,0.33,0.0,0.0,0.0
63,0,0,0,0,0,0.33,0.0,0.0,0.0
64,0,0,0,0,0,0.33,0.0,0.0,0.0
65,0,0,0,0,0,0.33,0.0,0.0,0.33
66,0,0,0,0,0,0.33,0.0,0.0,0.33
67,0,0,0,0,0,0.33,0.0,0.0,1.0
68,0,0,0,0,0,0.33,0.0,0.0,1.0
69,0,0,0,0,0,0.33,0.0,0.0,1.0
