index,sensitive,exp,rel,adv,label,att1,att2,att3,att4
0,0,0,0,0,0,0.0,0.0,0.0,0.33
1,0,0,0,0,0,0.0,0.0,0.0,0.33
2,0,0,0,0,0,0.0,0.0,0.0,0.66
3,0,0,0,0,0,0.0,0.0,0.0,0.66
4,0,0,0,0,0,0.0,0.0,0.0,1.0
5,0,0,0,0,0,0.0,0.0,0.0,1.0
6,0,0,0,0,0,0.0,0.0,0.0,1.0
7,0,0,0,0,0,0.0,0.0,0.0,1.0
8,0,0,0,0,0,0.0,0.0,0.5,0.0
9,0,0,0,0,0,0.0,0.0,0.5,0.0
10,0,0,0,0,0,0.0,0.0,0.5,0.0
11,0,0,0,0,0,0.0,0.0,0.5,0.33
12,0,0,0,0,0,0.0,0.0,0.5,0.33
13,0,0,0,0,0,0.0,0.0,0.5,0.66
14,0,0,0,0,0,0.0,0.0,0.5,0.66
15,0,0,0,0,0,0.0,0.0,0.5,1.0
16,0,0,0,0,0,0.0,0.0,1.0,0.33
17,0,0,0,0,0,0.0,0.0,1.0,0.66
18,0,0,0,0,0,0.0,0.33,0.0,0.0
19,0,0,0,0,0,0.0,0.33,0.0,0.0
20,0,0,0,0,0,0.0,0.33,0.0,0.0
21,0,0,0,0,0,0.0,0.33,0.0,0.0
22,0,0,0,0,0,0.0,0.33,0.0,0.33
23,0,0,0,0,0,0.0,0.33,0.0,0.33
24,0,0,0,0,0,0.0,0.33,0.0,1.0
25,0,0,0,0,0,0.0,0.33,0.5,0.33
26,0,0,0,0,0,0.0,0.33,0.5,0.66
27,0,0,0,0,0,0.0,0.33,1.0,0.0
28,0,0,0,0,0,0.0,0.33,1.0,0.0
29,0,0,0,0,0,0.0,0.33,1.0,0.0
30,0,0,0,0,0,0.0,0.33,1.0,0.0
31,0,0,0,0,0,0.0,0.33,1.0,0.33
32,0,0,0,0,0,0.0,0.33,1.0,0.66
33,0,0,0,0,0,0.0,0.33,1.0,0.66
34,0,0,0,0,0,0.0,0.33,1.0,0.66
35,0,0,0,0,0,0.0,0.33,1.0,1.0
